Order_Date,Region,Sub_Category,Sales,Profit
2015-11-05,South,Chairs,207.0000,25.8750
2017-08-01,Central,Machines,1439.9820,-263.9967
2017-08-01,Central,Paper,36.2880,12.7008
2014-06-21,East,Art,21.4000,6.2060
2017-02-19,South,Appliances,1245.8600,361.2994
2014-08-01,South,Labels,17.5440,5.9211
2014-08-01,South,Furnishings,44.1280,12.1352
2014-08-01,South,Appliances,62.9200,10.2245
2014-08-01,South,Paper,78.3040,29.3640
2016-07-18,South,Chairs,140.8100,39.4268
2015-02-09,Central,Labels,40.0960,13.5324
2015-02-09,Central,Furnishings,40.7840,-30.5880
2017-07-29,West,Accessories,90.5700,11.7741
2017-01-12,East,Paper,40.0800,19.2384
2017-01-12,East,Furnishings,37.6800,15.8256
2017-09-10,West,Chairs,362.3520,27.1764
2017-09-10,West,Binders,7.1840,2.2450
2015-07-20,Central,Storage,34.7600,9.7328
2015-07-20,Central,Accessories,831.2000,124.6800
2015-07-20,Central,Paper,26.4000,11.8800
2015-07-20,Central,Envelopes,106.7500,49.1050
2015-07-20,Central,Paper,97.8200,45.9754
2015-07-20,Central,Storage,141.4000,38.1780
2014-06-13,West,Art,14.5200,4.7916
2017-05-12,Central,Storage,127.9200,-15.9900
2017-05-12,Central,Binders,34.2400,-53.0720
2015-09-03,East,Appliances,137.6200,60.5528
2015-09-03,East,Phones,100.4900,25.1225
2017-03-26,East,Bookcases,257.5680,-28.9764
2017-03-26,East,Phones,119.9600,33.5888
2014-11-12,Central,Storage,49.6320,4.9632
2016-10-13,West,Tables,727.4500,-465.5680
2016-10-13,West,Furnishings,24.9600,4.3680
2017-11-12,East,Phones,370.7820,-92.6955
2017-04-15,West,Furnishings,196.4500,70.7220
2015-06-25,East,Paper,31.1040,10.8864
2015-06-25,East,Storage,78.2560,-17.6076
2016-08-26,West,Paper,6.4800,3.1104
2014-07-21,West,Art,99.2000,25.7920
2014-07-21,West,Chairs,801.5680,50.0980
2014-07-21,West,Tables,272.8480,27.2848
2017-11-21,West,Tables,70.9800,20.5842
2014-06-04,East,Paper,16.2240,5.8812
2016-03-10,East,Bookcases,176.7840,-22.0980
2017-03-25,Central,Phones,470.3760,47.0376
2017-12-29,West,Chairs,393.5680,-44.2764
2017-12-29,West,Phones,302.3760,22.6782
2017-03-28,South,Binders,68.7420,-48.1194
2015-03-05,East,Envelopes,29.3400,14.6700
2015-03-05,East,Chairs,383.6070,63.9345
2015-03-05,East,Storage,563.4000,67.6080
2016-11-13,East,Paper,217.0560,78.6828
2017-01-19,Central,Labels,6.0000,2.1000
2016-04-22,West,Furnishings,31.5600,10.4148
2014-05-13,South,Fasteners,7.1040,2.3976
2014-05-13,South,Binders,398.3520,-331.9600
2014-10-21,East,Appliances,121.7920,13.7016
2014-10-21,East,Tables,409.5900,-122.8770
2014-03-14,West,Paper,10.5600,4.7520
2014-03-14,West,Art,3.3800,1.2506
2017-12-22,South,Envelopes,7.8240,2.9340
2016-11-24,West,Paper,24.7840,7.7450
2017-12-02,South,Art,34.6500,10.3950
2015-12-31,West,Binders,487.9840,152.4950
2017-10-03,Central,Binders,1793.9800,843.1706
2014-08-29,South,Envelopes,29.8080,10.8054
2014-08-29,South,Binders,505.1760,-336.7840
2014-08-29,South,Tables,174.0585,-110.7645
2016-06-29,South,Storage,191.8800,19.1880
2016-08-20,Central,Phones,14.7800,3.9906
2017-10-21,West,Paper,5.1840,1.8144
2017-10-21,West,Chairs,478.4800,47.8480
2017-10-21,West,Accessories,28.4000,6.7450
2017-10-21,Central,Storage,909.1200,9.0912
2016-05-17,South,Binders,2.9520,-2.1648
2016-05-17,South,Binders,27.0180,-21.6144
2015-02-03,West,Furnishings,136.9200,41.0760
2017-12-18,East,Furnishings,18.9600,8.5320
2016-11-15,West,Accessories,99.3900,40.7499
2017-07-03,Central,Paper,273.8960,92.4399
2017-07-03,Central,Machines,597.1320,49.7610
2014-01-15,South,Accessories,149.9500,65.9780
2017-04-30,South,Labels,4.6080,1.6704
2017-04-30,South,Art,15.5280,4.8525
2017-04-30,South,Labels,11.9520,3.8844
2015-11-08,East,Art,11.6500,3.3785
2015-10-30,Central,Phones,299.9000,74.9750
2017-08-17,East,Binders,895.9200,302.3730
2017-08-17,East,Chairs,462.5640,97.6524
2015-10-03,East,Storage,15.0080,1.5008
2016-07-08,Central,Phones,863.6400,107.9550
2016-07-08,Central,Art,47.6160,3.5712
2017-12-05,West,Paper,92.9400,41.8230
2017-03-09,West,Accessories,199.9800,69.9930
2016-06-09,West,Phones,177.4800,19.9665
2017-11-28,West,Paper,88.7680,31.0688
2017-03-16,West,Paper,6.4800,3.1104
2017-03-16,West,Storage,46.5100,1.8604
2017-03-16,West,Phones,659.9760,49.4982
2016-11-27,West,Phones,271.9920,23.7993
2017-08-06,South,Bookcases,145.7400,23.3184
2017-08-06,South,Furnishings,15.4000,7.3920
2017-11-27,West,Paper,244.5500,114.9385
2017-11-27,West,Accessories,166.1600,59.8176
2015-05-25,West,Furnishings,14.7300,4.8609
2016-07-08,West,Binders,19.9680,-13.3120
2016-07-08,West,Storage,33.4880,-1.2558
2016-07-08,West,Binders,8.7360,-6.1152
2016-07-08,West,Chairs,662.8800,74.5740
2017-08-29,Central,Labels,47.3600,17.7600
2017-08-29,Central,Storage,27.4400,2.4010
2017-08-29,Central,Binders,3.2400,-5.1840
2016-06-20,Central,Accessories,95.9680,26.3912
2016-06-20,Central,Paper,10.3680,3.6288
2017-09-02,East,Art,23.1000,6.4680
2017-09-02,East,Furnishings,11.5400,3.4620
2017-09-02,East,Tables,254.5260,-93.3262
2017-09-02,East,Appliances,12.9800,3.7642
2017-09-02,East,Binders,26.4320,8.9208
2017-09-02,East,Phones,197.9700,57.4113
2017-09-02,East,Labels,18.9000,9.0720
2017-09-02,East,Chairs,1282.4100,213.7350
2017-09-02,East,Art,4.9200,2.2140
2017-09-02,East,Accessories,238.0000,38.0800
2017-09-02,East,Accessories,167.9700,40.3128
2017-09-02,East,Paper,17.1200,7.7040
2017-09-10,Central,Binders,16.2000,7.7760
2017-09-10,Central,Appliances,33.9900,14.6157
2017-09-10,Central,Accessories,296.8500,53.4330
2017-09-10,Central,Accessories,112.8000,6.7680
2017-09-10,Central,Binders,13.7100,6.5808
2017-09-10,Central,Paper,24.9000,11.7030
2017-09-10,Central,Storage,286.2900,17.1774
2017-09-10,Central,Appliances,24.1800,7.2540
2017-12-21,East,Phones,281.9700,78.9516
2017-12-21,East,Supplies,69.5000,20.1550
2017-12-21,East,Paper,166.4400,79.8912
2017-09-23,Central,Accessories,291.9600,102.1860
2017-05-06,Central,Art,6.4080,0.6408
2017-05-06,Central,Accessories,408.7440,76.6395
2014-12-14,Central,Binders,5.1040,-8.6768
2014-12-14,Central,Fasteners,2.8960,0.4706
2014-12-14,Central,Accessories,35.0160,-2.1885
2014-10-18,South,Storage,275.9700,11.0388
2014-10-18,South,Phones,1394.9500,362.6870
2014-10-18,South,Chairs,545.8800,70.9644
2015-05-08,West,Art,5.2480,0.5904
2016-04-14,West,Chairs,933.5360,105.0228
2016-04-14,West,Storage,42.9760,4.2976
2015-12-14,South,Binders,3.7600,1.8048
2014-12-03,Central,Phones,479.9600,134.3888
2014-11-25,West,Appliances,320.8800,93.0552
2014-11-25,West,Furnishings,23.8800,10.5072
2014-11-25,West,Paper,26.7600,12.3096
2016-07-25,East,Copiers,1439.9760,191.9968
2015-11-09,Central,Binders,17.2200,7.9212
2015-11-09,Central,Tables,1024.3800,215.1198
2015-11-09,Central,Envelopes,26.2200,12.3234
2015-11-09,Central,Paper,17.3400,8.4966
2017-02-24,East,Binders,4.9560,-3.7996
2017-06-25,West,Labels,71.0400,26.6400
2017-06-25,West,Art,5.3440,0.7348
2017-06-25,West,Fasteners,11.3040,-2.1195
2017-12-02,Central,Appliances,294.6200,-766.0120
2017-12-02,Central,Furnishings,8.7520,-3.7196
2014-02-06,South,Labels,15.0000,7.2000
2014-02-06,South,Phones,161.6100,42.0186
2014-02-06,South,Phones,144.9500,42.0355
2017-04-11,West,Accessories,199.9500,21.9945
2017-04-11,West,Art,41.8600,14.2324
2017-12-25,South,Storage,95.9400,9.5940
2017-12-25,South,Chairs,304.4500,76.1125
2017-04-11,Central,Binders,11.3640,-17.0460
2014-12-31,Central,Art,29.6800,11.5752
2014-12-31,Central,Accessories,47.5300,16.1602
2017-08-03,Central,Bookcases,183.3720,-36.6744
2014-11-15,South,Art,4.2240,0.4752
2014-11-15,South,Appliances,333.0560,29.1424
2014-11-15,South,Paper,24.8960,7.7800
2015-12-11,Central,Accessories,159.9840,35.9964
2015-12-11,Central,Storage,46.3440,4.6344
2016-09-18,South,Chairs,350.9800,84.2352
2016-09-18,South,Paper,13.0800,6.0168
2016-09-18,South,Storage,900.0800,117.0104
2015-03-19,West,Binders,17.5680,6.3684
2015-03-19,West,Labels,14.6200,6.8714
2015-03-19,West,Supplies,33.3600,8.6736
2015-03-19,West,Paper,40.1400,19.6686
2016-09-19,East,Storage,1606.2300,481.8690
2016-09-19,East,Paper,17.0400,7.6680
2016-09-19,East,Binders,49.5300,23.7744
2016-09-19,East,Chairs,872.3200,244.2496
2017-08-20,West,Binders,239.1200,77.7140
2015-03-13,West,Bookcases,141.9600,39.7488
2016-09-08,West,Binders,33.0240,11.5584
2016-09-08,West,Binders,67.1360,23.4976
2015-11-26,East,Binders,14.7300,6.9231
2015-11-26,East,Storage,104.9000,25.1760
2015-11-26,East,Binders,61.0400,30.5200
2015-11-26,East,Paper,10.9500,5.1465
2016-12-09,Central,Paper,9.3920,3.2872
2016-12-09,Central,Art,9.3280,0.8162
2017-09-25,Central,Binders,8.2600,3.8822
2017-09-25,Central,Chairs,269.9700,51.2943
2015-01-23,West,Paper,29.0400,13.9392
2015-01-23,West,Labels,14.6200,6.8714
2015-06-18,West,Paper,11.9520,4.3326
2015-06-18,West,Binders,4.5360,-3.3264
2015-06-18,West,Binders,9.1560,-6.1040
2015-06-18,West,Furnishings,75.3600,20.7240
2015-10-02,West,Binders,57.5040,20.1264
2017-11-18,East,Art,38.8640,7.7728
2014-08-17,Central,Paper,15.5520,5.4432
2016-07-17,East,Appliances,162.6400,45.5392
2016-07-17,East,Phones,597.0000,280.5900
2016-07-17,East,Paper,55.4800,26.6304
2015-07-11,East,Furnishings,289.8000,36.2250
2015-07-11,East,Binders,2.5020,-2.0016
2015-07-11,East,Binders,6.4800,-4.7520
2015-07-11,East,Chairs,341.4880,-73.1760
2015-07-11,East,Art,11.1200,0.8340
2015-07-11,East,Furnishings,25.3440,3.4848
2016-12-01,Central,Furnishings,17.3100,5.1930
2017-12-22,Central,Accessories,199.9500,63.9840
2017-12-22,Central,Chairs,1586.6900,412.5394
2017-12-22,Central,Accessories,84.9900,30.5964
2017-12-22,Central,Tables,411.8000,70.0060
2014-10-31,West,Fasteners,11.3400,5.2164
2014-10-31,West,Storage,80.3000,20.8780
2014-10-31,West,Binders,15.9680,5.3892
2014-10-31,West,Paper,64.7400,30.4278
2014-10-31,West,Binders,19.2960,6.0300
2014-10-31,West,Storage,405.6400,12.1692
2014-10-31,West,Chairs,146.3520,-9.1470
2014-10-31,West,Accessories,251.9100,47.8629
2014-10-31,West,Art,12.3900,3.7170
2015-04-13,West,Accessories,199.9600,69.9860
2015-04-13,West,Tables,710.8320,-97.7394
2016-07-21,East,Binders,1.9410,-1.2940
2017-11-20,West,Chairs,283.9200,-46.1370
2016-11-26,West,Binders,7.3120,2.5592
2017-11-07,West,Accessories,59.9700,13.7931
2017-11-07,West,Phones,761.5440,66.6351
2014-12-01,West,Furnishings,58.2000,28.5180
2017-09-12,East,Paper,39.9000,19.9500
2017-09-12,East,Appliances,90.8600,26.3494
2017-09-12,East,Paper,94.8500,45.5280
2015-12-24,West,Paper,106.2320,37.1812
2015-12-24,West,Phones,111.9840,11.1984
2015-12-24,West,Furnishings,7.7120,1.7352
2017-02-23,West,Paper,37.4400,16.8480
2014-11-23,Central,Labels,23.6800,8.8800
2016-06-23,East,Labels,122.1200,56.1752
2016-06-23,East,Labels,18.4500,8.6715
2016-06-23,East,Storage,324.9000,38.9880
2016-06-23,East,Paper,146.7300,68.9631
2016-06-23,East,Fasteners,3.9600,1.4652
2015-10-26,West,Labels,5.7600,2.6496
2017-07-15,East,Binders,26.5500,13.0095
2017-07-15,East,Tables,310.4430,-48.7839
2014-11-17,Central,Chairs,479.9000,81.5830
2015-04-13,West,Supplies,12.8800,0.3864
2015-11-25,South,Art,13.1200,1.4760
2016-05-15,South,Binders,511.8400,240.5648
2016-05-15,South,Art,91.9600,25.7488
2016-05-15,South,Art,8.3400,2.1684
2017-09-07,West,Storage,37.6800,2.3550
2017-09-07,West,Accessories,279.9440,80.4839
2014-03-10,West,Storage,636.4080,-15.9102
2014-03-10,West,Art,83.1680,9.3564
2014-07-18,West,Chairs,259.1360,-25.9136
2017-03-24,East,Paper,221.9200,106.5216
2017-03-24,East,Accessories,26.0000,11.7000
2014-09-30,South,Paper,15.5520,5.4432
2014-09-26,Central,Binders,0.8760,-1.4016
2015-10-31,West,Paper,19.9800,9.3906
2015-10-31,West,Binders,398.3520,124.4850
2015-10-31,West,Art,5.0400,1.2600
2015-10-31,West,Fasteners,17.4500,8.0270
2015-10-31,West,Chairs,323.1360,20.1960
2015-10-31,West,Supplies,29.7000,8.0190
2015-10-31,West,Phones,1295.8400,145.7820
2015-10-31,West,Storage,46.8400,12.6468
2015-10-31,West,Bookcases,425.8330,20.0392
2015-10-12,East,Tables,209.6700,-13.9780
2016-09-19,West,Paper,159.8800,73.5448
2017-04-13,West,Paper,5.2800,2.3760
2017-04-13,West,Binders,895.9200,302.3730
2017-01-07,South,Binders,2.8080,-1.9656
2017-11-09,West,Chairs,215.9760,-2.6997
2017-09-22,Central,Bookcases,241.9600,41.1332
2017-09-22,Central,Labels,27.7200,13.3056
2017-12-01,East,Envelopes,104.6800,35.3295
2017-12-01,East,Phones,62.9580,9.4437
2014-06-23,East,Accessories,86.3760,1.0797
2015-10-04,East,Furnishings,64.9440,6.4944
2015-10-04,East,Paper,20.7360,7.2576
2014-05-20,East,Appliances,33.2800,9.3184
2014-05-20,East,Art,38.5200,11.9412
2014-05-20,East,Furnishings,139.8600,60.1398
2015-11-20,East,Paper,19.6500,9.0390
2015-11-30,East,Binders,152.9910,-122.3928
2015-11-30,East,Fasteners,10.5840,-2.3814
2015-11-30,East,Phones,94.9200,15.8200
2015-12-31,Central,Furnishings,14.7600,-11.4390
2015-12-31,Central,Binders,3.6560,-5.8496
2017-11-16,East,Paper,146.8200,73.4100
2014-06-06,East,Binders,149.5440,50.4711
2014-06-06,East,Supplies,17.1400,4.4564
2014-06-06,East,Tables,991.7640,-347.1174
2016-09-01,East,Paper,30.4800,9.9060
2016-09-01,East,Phones,23.9880,-4.7976
2016-09-01,East,Fasteners,16.6880,5.4236
2016-06-25,East,Chairs,422.0580,-18.0882
2016-06-25,East,Binders,38.0880,-27.9312
2016-06-25,East,Storage,254.3520,-50.8704
2014-12-12,West,Furnishings,43.3100,4.3310
2017-03-31,East,Phones,84.9500,22.0870
2017-11-19,Central,Chairs,233.0580,-53.2704
2014-11-24,Central,Accessories,111.7900,43.5981
2015-11-22,East,Paper,14.9400,7.0218
2016-07-14,East,Binders,14.1600,5.1330
2016-04-30,Central,Furnishings,22.6080,-10.1736
2016-07-25,West,Fasteners,21.4800,10.7400
2014-06-22,Central,Storage,501.8100,0.0000
2014-06-22,Central,Storage,161.9400,9.7164
2017-10-21,South,Art,17.8560,2.0088
2016-09-03,Central,Binders,8.8080,-14.9736
2016-05-14,East,Furnishings,79.3840,29.7690
2016-01-07,West,Art,34.5800,10.0282
2017-03-13,West,Paper,314.5500,150.9840
2016-10-13,Central,Accessories,191.9760,23.9970
2016-10-13,Central,Paper,8.2880,3.0044
2016-10-13,Central,Furnishings,139.9200,-150.4140
2016-10-13,Central,Art,15.8720,1.1904
2016-10-13,Central,Binders,6.2860,-11.0005
2017-01-27,East,Art,14.0160,1.7520
2017-01-27,East,Accessories,71.9760,-8.9970
2017-01-27,East,Phones,107.9820,-26.9955
2017-11-19,Central,Chairs,305.3120,-8.7232
2014-08-01,West,Binders,19.7520,6.9132
2016-07-30,Central,Binders,9.2640,-13.8960
2015-07-30,Central,Storage,61.7920,6.1792
2016-10-15,West,Paper,45.6800,21.0128
2016-10-15,West,Paper,60.1200,28.8576
2016-10-15,West,Binders,41.7200,13.0375
2016-10-15,West,Paper,71.6000,32.9360
2016-05-07,East,Binders,85.2320,30.8966
2016-05-07,East,Labels,44.4000,22.2000
2016-05-07,East,Chairs,442.7640,59.0352
2016-05-07,East,Machines,3999.9500,1159.9855
2016-05-07,East,Accessories,199.9500,21.9945
2016-05-07,East,Furnishings,63.6800,28.0192
2017-08-01,West,Binders,54.8960,18.5274
2016-07-14,South,Accessories,29.0000,7.2500
2017-08-10,Central,Envelopes,70.0800,35.0400
2017-08-10,Central,Furnishings,121.3000,25.4730
2017-08-10,Central,Phones,1454.4900,378.1674
2016-06-25,West,Appliances,60.8100,17.0268
2016-12-10,West,Binders,153.5520,51.8238
2016-12-10,West,Appliances,65.3400,22.8690
2016-12-10,West,Paper,123.9200,55.7640
2016-12-10,West,Appliances,35.1000,12.2850
2016-12-10,West,Accessories,44.7500,8.5025
2016-12-01,South,Art,4.7040,0.4116
2014-11-28,South,Art,14.6700,3.9609
2015-03-28,East,Paper,15.5520,5.4432
2015-03-28,East,Paper,5.2320,1.7004
2014-06-01,South,Furnishings,22.2000,9.1020
2014-06-01,South,Phones,881.9300,229.3018
2015-09-06,West,Binders,6.0960,2.1336
2015-09-06,West,Furnishings,191.8200,74.8098
2015-06-29,East,Furnishings,20.1040,1.7591
2016-09-10,South,Art,67.5600,8.4450
2014-07-14,Central,Binders,29.9320,-46.3946
2014-07-14,Central,Phones,38.2720,3.8272
2015-08-22,East,Art,16.5200,7.5992
2014-11-14,East,Phones,832.9300,233.2204
2014-11-14,East,Binders,43.8000,21.0240
2016-11-27,Central,Appliances,167.2920,29.7408
2017-11-21,East,Furnishings,27.4200,11.2422
2017-10-01,West,Binders,1.4400,0.5040
2017-10-01,West,Binders,61.7760,20.8494
2017-10-01,West,Appliances,241.9600,60.4900
2017-10-01,West,Chairs,108.6080,9.5032
2014-09-20,South,Art,2.8160,0.9856
2017-07-28,West,Binders,9.9840,3.6192
2017-07-28,West,Storage,14.9800,4.1944
2017-07-28,West,Phones,1145.6000,100.2400
2015-12-06,East,Phones,485.9400,-89.0890
2015-12-06,East,Art,37.3760,4.6720
2015-12-06,East,Chairs,70.6860,-24.2352
2017-07-31,East,Paper,54.8160,17.8152
2016-03-19,West,Bookcases,72.2940,-98.8018
2017-07-29,Central,Fasteners,2.8960,0.4706
2017-07-29,Central,Phones,124.7920,15.5990
2016-10-01,East,Tables,330.5880,-115.7058
2014-03-31,West,Binders,673.5680,252.5880
2014-03-31,West,Appliances,52.9800,14.8344
2017-06-26,Central,Furnishings,526.4500,31.5870
2017-07-09,Central,Storage,228.9200,14.3075
2015-12-14,West,Phones,319.9680,35.9964
2017-12-05,East,Accessories,205.0300,67.6599
2015-09-15,Central,Storage,190.8600,11.4516
2015-09-15,Central,Art,24.3200,8.2688
2016-07-15,West,Supplies,44.4000,12.4320
2017-04-20,Central,Furnishings,44.4000,-52.1700
2016-11-15,West,Binders,1016.7920,381.2970
2016-11-15,West,Binders,38.1360,13.3476
2016-11-26,East,Phones,494.9820,-115.4958
2017-11-21,West,Storage,56.5600,15.2712
2017-11-21,West,Art,5.5600,1.4456
2017-11-21,West,Fasteners,9.0200,3.5178
2017-11-21,West,Appliances,8.6200,2.2412
2017-11-21,West,Phones,659.9760,49.4982
2015-02-15,West,Paper,13.3600,6.4128
2015-02-15,West,Binders,41.7200,13.0375
2015-02-15,West,Binders,11.5200,4.1760
2015-02-15,West,Appliances,541.4400,157.0176
2015-02-15,West,Paper,19.4400,9.3312
2016-04-15,West,Paper,143.7000,68.9760
2015-09-28,West,Appliances,43.2600,14.2758
2015-09-28,West,Appliances,43.5600,15.2460
2016-09-17,East,Phones,437.8500,131.3550
2016-09-17,East,Furnishings,109.4800,33.9388
2017-06-16,West,Chairs,1212.9600,90.9720
2017-06-16,West,Paper,18.5400,8.7138
2015-11-08,West,Fasteners,5.0000,2.4000
2015-11-08,West,Accessories,371.9700,66.9546
2015-12-18,East,Accessories,166.2400,24.9360
2017-02-06,South,Bookcases,359.9700,79.1934
2016-11-14,South,Accessories,499.9800,114.9954
2016-11-14,South,Paper,5.2800,2.3760
2016-11-14,South,Binders,8.2600,3.8822
2017-10-12,South,Paper,7.9680,2.6892
2017-09-17,West,Paper,12.9600,6.3504
2017-12-20,East,Paper,6.4800,3.1104
2017-12-20,East,Binders,6.9840,2.3571
2017-12-02,South,Art,47.9600,4.1965
2015-09-21,West,Storage,199.7400,47.9376
2015-03-06,West,Furnishings,435.2600,95.7572
2015-03-06,West,Copiers,1119.9840,377.9946
2014-10-03,West,Tables,143.4320,3.5858
2014-10-03,West,Chairs,122.3520,13.7646
2014-06-27,South,Storage,306.2000,0.0000
2014-06-27,South,Tables,85.9800,22.3548
2014-06-27,South,Accessories,223.9600,53.7504
2017-10-30,West,Chairs,97.5680,-6.0980
2017-10-30,West,Chairs,614.2720,-23.0352
2017-10-30,West,Bookcases,199.9800,37.9962
2016-09-03,East,Paper,48.1600,22.1536
2015-03-05,Central,Phones,23.9200,6.6976
2015-03-05,Central,Appliances,60.6900,16.3863
2016-05-05,South,Paper,14.3520,5.2026
2017-11-17,South,Appliances,35.0400,12.2640
2017-06-01,East,Appliances,17.4800,1.3110
2017-06-10,West,Art,16.4000,4.7560
2017-01-08,West,Tables,892.9800,80.3682
2015-04-20,South,Phones,287.9700,77.7519
2015-04-20,South,Furnishings,595.3800,297.6900
2015-04-20,South,Paper,12.9600,6.2208
2015-11-01,East,Phones,4.9500,1.3365
2017-12-23,East,Furnishings,181.9500,38.2095
2015-11-01,East,Paper,13.5200,6.2192
2015-11-01,East,Furnishings,259.7000,106.4770
2015-11-01,East,Phones,42.9500,1.2885
2015-11-01,East,Accessories,1399.9300,601.9699
2015-11-01,East,Phones,503.9600,125.9900
2014-11-14,Central,Binders,12.7200,6.3600
2014-11-14,Central,Binders,11.5200,5.6448
2016-01-17,South,Accessories,316.0000,31.6000
2017-09-17,South,Chairs,723.9200,188.2192
2017-09-17,South,Paper,106.3200,49.9704
2016-12-23,Central,Bookcases,141.3720,-14.1372
2015-08-06,Central,Paper,27.2160,9.8658
2017-11-05,East,Accessories,390.7500,171.9300
2017-06-11,West,Chairs,280.7920,35.0990
2017-06-11,West,Storage,68.4480,7.7004
2017-06-11,West,Art,88.0400,6.6030
2017-06-11,West,Art,15.8720,1.9840
2017-06-11,West,Storage,215.5920,-48.5082
2017-07-20,Central,Labels,14.6200,6.8714
2017-07-20,Central,Appliances,416.3200,112.4064
2017-07-20,Central,Binders,43.0000,20.2100
2017-07-20,Central,Chairs,182.9400,27.4410
2017-07-20,Central,Binders,60.8300,30.4150
2017-07-20,Central,Accessories,389.9700,132.5898
2015-12-23,South,Appliances,194.3200,56.3528
2017-03-20,West,Accessories,265.9300,63.8232
2015-12-31,South,Binders,94.7400,44.5278
2015-12-31,South,Binders,60.6400,27.8944
2015-12-31,South,Binders,76.3000,38.1500
2015-12-31,South,Binders,364.8000,167.8080
2015-09-15,East,Binders,79.8720,29.9520
2015-09-15,East,Bookcases,46.3840,1.1596
2015-09-15,East,Paper,12.9600,6.2208
2017-09-23,West,Envelopes,14.3520,5.2026
2015-12-25,East,Furnishings,547.1360,-68.3920
2016-09-24,West,Storage,41.9600,2.9372
2016-09-24,West,Paper,41.7000,20.8500
2017-03-21,Central,Paper,277.4000,133.1520
2017-03-21,Central,Paper,5.7800,2.8322
2014-09-30,South,Appliances,69.2160,11.2476
2017-12-10,East,Envelopes,10.8600,5.1042
2017-12-10,East,Appliances,426.7900,123.7691
2014-08-23,East,Paper,25.9200,12.4416
2014-08-23,East,Paper,45.9200,22.5008
2014-08-19,East,Art,10.7200,1.7420
2016-11-10,South,Art,41.8600,10.4650
2014-12-31,East,Furnishings,63.2000,23.3840
2014-12-31,East,Accessories,113.9700,27.3528
2014-07-26,Central,Storage,123.5520,-29.3436
2016-02-22,Central,Appliances,490.3200,137.2896
2016-03-13,Central,Paper,70.0800,24.5280
2016-03-13,Central,Binders,1.2720,-2.1624
2016-03-13,Central,Tables,557.5850,0.0000
2017-12-02,West,Binders,9.0240,3.1584
2017-12-02,West,Binders,69.4560,22.5732
2017-12-02,West,Paper,10.8600,5.3214
2017-12-02,West,Appliances,79.4700,22.2516
2017-12-02,West,Art,10.0800,5.0400
2015-08-31,West,Bookcases,1552.8310,200.9546
2015-08-31,West,Binders,137.2400,46.3185
2015-08-31,West,Accessories,36.5100,15.6993
2015-08-31,West,Machines,239.9760,80.9919
2014-03-17,East,Tables,1579.7460,-447.5947
2014-03-17,East,Tables,1071.5760,-553.6476
2014-03-17,East,Tables,613.9080,-122.7816
2014-03-17,East,Paper,34.8600,16.3842
2014-03-17,East,Paper,155.0400,75.9696
2017-04-16,East,Binders,13.7100,-10.0540
2016-03-13,South,Furnishings,127.8800,40.9216
2016-03-13,South,Appliances,160.3200,44.8896
2016-03-13,South,Binders,46.0000,20.7000
2014-11-24,West,Chairs,120.7120,-18.1068
2017-02-10,East,Paper,23.1200,11.3288
2016-09-23,East,Furnishings,532.7040,-26.6352
2016-09-23,East,Art,4.9120,0.3070
2017-07-07,East,Accessories,252.0000,93.2400
2016-07-07,Central,Furnishings,60.2880,-27.1296
2016-07-07,Central,Fasteners,2.6320,0.8225
2016-07-07,Central,Paper,23.6880,7.6986
2016-07-07,Central,Chairs,253.3720,-14.4784
2017-01-24,South,Fasteners,5.6700,0.1134
2014-08-19,East,Binders,76.7760,-58.8616
2014-08-19,East,Supplies,9.1840,1.1480
2015-12-06,West,Paper,32.7500,15.0650
2016-05-06,East,Fasteners,7.2160,1.7138
2016-05-06,East,Paper,49.5680,15.4900
2016-05-06,East,Furnishings,54.7120,11.6263
2017-03-25,West,Appliances,176.0400,45.7704
2017-03-25,West,Art,16.0200,4.4856
2017-03-25,West,Binders,185.9200,62.7480
2017-03-25,West,Phones,211.1680,15.8376
2017-03-25,West,Copiers,479.9840,59.9980
2015-12-12,West,Fasteners,7.8600,3.6156
2015-12-12,West,Binders,24.4480,8.8624
2015-12-06,East,Paper,6.4800,3.1104
2015-12-06,East,Paper,41.8600,20.5114
2015-12-06,East,Accessories,1619.9100,97.1946
2015-12-06,East,Furnishings,113.9200,42.1504
2016-03-17,East,Art,39.6800,10.3168
2015-11-14,East,Accessories,37.6000,2.2560
2015-11-14,East,Accessories,59.9000,23.9600
2015-11-14,East,Paper,37.0000,16.6500
2017-08-14,West,Labels,5.7600,2.8224
2017-08-14,West,Art,16.6800,4.3368
2017-09-09,South,Storage,628.8100,12.5762
2017-09-09,South,Storage,56.4500,14.6770
2017-04-01,Central,Storage,94.2000,23.5500
2017-04-01,Central,Envelopes,28.4000,13.3480
2016-09-27,Central,Bookcases,956.6648,-225.0976
2017-10-07,West,Accessories,1115.9100,200.8638
2017-10-07,West,Phones,128.7440,-28.9674
2017-10-07,West,Phones,79.9200,26.9730
2017-01-20,West,Art,24.2000,7.9860
2017-01-20,West,Phones,359.9760,130.4913
2017-03-23,West,Furnishings,211.8400,76.2624
2014-08-01,East,Fasteners,5.6800,1.9170
2015-06-07,West,Binders,7.5200,2.6320
2014-11-12,West,Paper,11.9600,5.8604
2014-11-12,West,Tables,629.0640,31.4532
2016-12-29,Central,Chairs,754.4500,60.3560
2015-07-06,East,Bookcases,301.9600,60.3920
2017-10-12,West,Accessories,595.0000,95.2000
